ProductID,ProductName,ProductBrand,BrandID,Price (USD),Description
10182617,Style Quotient Women Olive Green Original Loose Fit Solid Culottes,Style Quotient,234,65.5,"Olive green solid mid-rise culotted, has slip-on closure, and 2 pockets"
10181021,justpeachy Nude-Coloured Teardrop Shaped Drop Earrings,justpeachy,451,35.9,Nude-Coloured Teardrop Shaped Earrings and has artificial beads Secured with a post and back
10179341,Alina decor Black & Gold-Toned Set of 2 Embellished Rectangle Cushion Covers,Alina decor,461,52.7,Set content: 2 Cushion CoversColour: Black and gold-tonedShape: RectanglePattern: Self DesignOrnamentation: EmbellishedClosure: Zip
10180209,MANOHARI Blue & Black Embroidered Saree,MANOHARI,462,14.39,"Design Detail:Blue and black embroidered saree, has an embroidered borderBlouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look likeFabric:Art silk is manufactured by synthetic fibres like rayon. It's light in weight and is soft on the skin for comfort in summers."
10186775,AURELIA Women Green & Golden Printed Kurta with Trousers,AURELIA,221,27.99,"Green and golden printed kurta with trousersGreen and golden Anarkali calf length kurta, has a round neck, three-quarter bell sleeves, flared hem, front slit, hook-and-eye closureGreen Solid trousers, has partially elasticated waistband, slip-on closure"
10181929,Puma Women Black Brand Logo Backpack,Puma,71,11.99,Black backpackNon-Padded haul loop1 main compartment with zip closurePadded backZip PocketPadded shoulder strap: PaddedWater-resistance: NoWarranty: 3 monthsWarranty provided by brand/manufacturer
10187185,WROGN Men Grey Printed Bomber Jacket,WROGN,424,14.39,"Grey printed jacket, has a mandarin collar, 2 pockets, zip closure, long sleeves, straight hem, and unlined "
10185565,AURELIA Women Peach-Coloured Self-Design Straight Kurta,AURELIA,221,51.9,"Peach-coloured self-design straight kurta, has a round neck, three-quarter sleeves, straight hem, and side slits"
10187587,WROGN Men White Slim Fit Printed Casual Shirt,WROGN,424,19.99,"White printed casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
10178905,GERUA Women Blue & White Printed A-Line Kurta,GERUA,452,69.9,"Blue and white printed A-line kurta, has a mandarin collar, three-quarter sleeves, flared hem, front slit,"
10180987,justpeachy Gold-Toned Contemporary Drop Earrings,justpeachy,451,52.4,Gold-Toned Contemporary Earrings and has artificial beads Secured with a post and back
10185077,AURELIA Women Pink Solid Regular Trousers,AURELIA,221,47.9,"Pink solid mid-rise trousers, slip-on closure, 1 pockets"
10186057,AURELIA Women Charcoal Grey Solid Chambray Palazzos,AURELIA,221,55.9,"A pair of charcoal grey solid chambray woven palazzos, has partially elasticated waistband, two pockets"
10185027,AURELIA Women Purple & White Woven Design Straight Kurta,AURELIA,221,47.9,"Purple and white woven design straight kurta with sequinned detail, has a round neck, three-quarter sleeves, straight hem, side slits"
10186045,AURELIA Women Red Shimmer Detail Straight Palazzos,AURELIA,221,51.9,"A pair of red shimmer detail knitted straight fit palazzos, opaque, slip-on closure"
10180941,justpeachy Silver-Toned Oxidised Circular Drop Earrings,justpeachy,451,41.9,Silver-Toned Oxidised Circular EarringsSecured with a fish hook earwire
10187447,WROGN Men Black Slim Fit Mid-Rise Clean Look Stretchable Jeans,WROGN,424,14.39,"Black dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
10186837,AURELIA Women Teal Blue & Golden Printed Kurta with Palazzos & Dupatta,AURELIA,221,42.99,"Teal blue and golden printed kurta with palazzos and dupattaTeal blue and golden printed A-line calf length kurta, has a round neck, three-quarter sleeves, front slit, flared hem Teal blue and golden printed palazzos, has partially elasticated waistband, slip-on closureTeal solid dupatta, has taping and tasselled border"
10188259,WROGN Men White & Black Printed Round Neck T-shirt,WROGN,424,53.9,"White and black printed T-shirt, has a round neck, and short sleeves"
10182621,Style Quotient Women Maroon & White Original Straight Fit Striped Regular Trousers,Style Quotient,234,59.7,"Maroon, white and black striped high-rise trousers, has partially elasticated waistband with slip-on detail, and 2 pockets"
10180537,Kryptic Men Navy Printed Polo Collar T-shirt,Kryptic,206,69.9,"Navy blue printed T-shirt, has a polo collar, and short sleeves"
10187417,WROGN Men Black Slim Fit Mid-Rise Clean Look Stretchable Jeans,WROGN,424,13.19,"Black dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
10178971,Global Desi Navy Blue Tassel Detail Shoulder Bag,Global Desi,457,14.79,"Navy Blue tassel detail shoulder bag, has a button closure1 main compartment, 3 inner pocketsTablet sleeve: NoTwo Handles"
10179605,BownBee Boys Black & Grey Printed Straight Kurta,BownBee,344,53.9,"Black and grey printed straight kurta, has a mandarin collar, button closure, short sleeves, straight hem, and side slits"
10182317,Style Quotient Women Burgundy Solid Peplum Top,Style Quotient,234,58.9,"Burgundy solid woven peplum top, has a V-neck, short puff sleeves, and button closures"
10185389,AURELIA Women Navy Blue Striped Straight Kurta,AURELIA,221,44.9,"Navy Blue striped straight kurta, has a round neck, three-quarter sleeves, straight hem, and side slits"
10186027,AURELIA Women Navy Blue Regular Fit Solid Cropped Parallel Trousers,AURELIA,221,87.9,"Navy blue solid high-rise cropped parallel trousers with button detail, has partially elasticated waistband with button closure, zip fly"
10179309,Alina decor White Set of 2 Self Design Rectangle Cushion Covers,Alina decor,461,57.1,Set content: 2 Cushion Covers Colour: White Shape: Rectangle Pattern: Self Design Closure: Zip
10186943,Lavie Navy Blue & Black Checked Handheld Bag,Lavie,331,49.81,"Navy Blue, black and white checked handheld bag, has a zip closure1 main compartment, 1 external and 3 inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strap"
10185051,AURELIA Women Grey Melange & Navy Blue Woven Design Knitted Winter Straight Kurta,AURELIA,221,59.9,"Grey Melange and Navy Blue woven design knitted winter straight kurta, has a round neck, long sleeves, straight hem, and side slits"
10185225,AURELIA Women Olive Green & Golden Printed Straight Kurta,AURELIA,221,55.9,"Olive green and Golden printed straight kurta, has a mandarin collar, three-quarter sleeves, straight hem, and side slits, hook closures"
10187029,WROGN Men Charcoal Grey Slim Fit Solid Padded Jacket,WROGN,424,19.99,"Charcoal grey solid jacket, has a mock collar with concealed hood, 2 pockets, zip closure, long sleeves, straight hem, and polyester lining"
10179289,Alina decor Yellow & Silver-Toned Set of 2 Ethnic Motifs Rectangle Cushion Covers,Alina decor,461,57.1,Set content: 2 Cushion CoversColour: Yellow and silver-tonedShape: RectanglePattern: Ethnic MotifsOrnamentation: EmbellishedClosure: Zip
10177951,Kraft Cellar Women Beige & Black Colourblocked Peep Toes,Kraft Cellar,449,99.9,"A pair of beige & black peep toe peep toes, has regular styling, closed back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a stiletto heel"
10180433,Studio Voylla Silver-Plated & White Teardrop Shaped Drop Earrings,Studio Voylla,453,36.7,Silver-Toned and White Teardrop Shaped Earrings and silver-plated Secured with a post and back
10179827,Kraft Cellar Women Yellow Solid Heels,Kraft Cellar,449,11.19,"A pair of yellow open toe heels, has mid-top styling, backstrap detailSynthetic upperCushioned footbedTextured and patterned outsole, has a block heel"
10187203,WROGN Men Black Solid Biker Jacket,WROGN,424,22.49,"Black solid jacket, has a stand collar, 2 pockets, zip closure, long sleeves, straight hem"
10179255,ANTS Women Burgundy Loose Fit Solid Accordian Pleated Parallel Trousers,ANTS,366,45.5,"Burgundy solid mid-rise accordian pleated trousers, has an elasticated waistband with slip-on closure"
10188213,WROGN Men Navy Blue Solid Slim Fit Polo Collar T-shirt,WROGN,424,13.99,"Navy Blue solid T-shirt, has a polo collar, and short sleeves"
10186121,Lavie Women Burgundy & Beige Colourblocked Three Fold Wallet,Lavie,331,80.4,"Burgundy and beige colourblocked three fold wallet, has a button1 main compartment11 card holders, 1 ID card holderZip coin pocket4 slip pockets1 external pocket"
10185599,AURELIA Women Navy Blue Yoke Design Straight Kurta,AURELIA,221,41.9,"Navy Blue yoke design straight kurta, has a round neck, three-quarter sleeves, straight hem, and side slits"
10186765,AURELIA Women Grey & Golden Printed Kurta with Palazzos & Dupatta,AURELIA,221,32.99,"Grey and golden printed kurta with palazzos and dupattaGrey and golden printed straight knee length kurta, has a round neck, three-quarter sleeves, side slitsGrey solid palazzos, has partially elasticated waistband, slip-on closureRed solid dupatta, has taping border"
10178431,Canary London Men Navy Blue Self Design Lightweight Bomber Jacket,Canary London,348,15.99,"Navy Blue self-design jacket, has a mock collar, 2 pockets, zip closure, long sleeves, straight hem, and polyester"
10178437,Canary London Men Grey Striped Lightweight Bomber Jacket,Canary London,348,13.99,"Grey striped jacket, has a mock collar, 2 pockets, zip closure, long sleeves, straight hem, and polyester"
10179821,Kraft Cellar Women Beige & Black Printed Sandals,Kraft Cellar,449,74.9,"A pair of beige & black open toe sandals, has mid-top styling, ankle loop detailSynthetic Patent upperCushioned footbedTextured and patterned outsole, has a block heel"
10185045,AURELIA Women Charcoal Grey Yoke Design Straight Winter Kurta,AURELIA,221,51.9,"Charcoal grey yoke design straight winter kurta, has a round neck, long sleeves, straight hem, side slits"
10181453,Aujjessa Women Blue & Black Striped Embroidered Straight Kurta,Aujjessa,463,12.99,"Blue and Black striped straight kurta, has a round neck, three-quarter sleeves, straight hem, and side slits"
10185545,AURELIA Women Red & Black Yoke Design Straight Kurta,AURELIA,221,40.4,"Red and Black yoke design straight kurta, has a round neck, three-quarter sleeves, straight hem, and side slits"
10185873,t-base Boys Navy Blue & Grey Printed Lightweight Jacket,t-base,464,11.49,"Navy blue and grey printed jacket, has a hooded, 2 pockets, zip closure, long sleeves, straight hem, and polyester lining"
10187981,WROGN Men Navy Blue Solid Hooded Slim Fit Sweatshirt,WROGN,424,19.99,"Blue solid pullover sweatshirt, has a hood, long sleeves, 1 pocket and straight hem"
10185313,AURELIA Women Navy Blue Regular Fit Solid Trousers,AURELIA,221,47.9,"Navy blue solid mid-rise trousers, has an elasticated waistband with slip-on closure, and one pocket"
10179355,Alina decor Sea Green & Silver-Toned Set of 2 Abstract Rectangle Cushion Covers,Alina decor,461,70.3,Set content: 2 Cushion CoversColour: Sea Green and silver-tonedShape: RectanglePattern: AbstractOrnamentation: EmbellishedClosure: Zip
10179743,BownBee Girls Yellow & Pink Colourblocked Top with Dhoti Pants,BownBee,344,97.9,"This clothing set consists of top and dhoti pantsYellow and pink colourblocked top with embroidered detail, has a halter neck, sleevelessYellow and pink solid dhoti pants, has a slip-on closure"
10181387,Shoetopia Women Blue Solid Heels,Shoetopia,302,64.9,"A pair of blue open toe sandals, has regular styling, backstrap detailSynthetic upperCushioned footbedTextured and patterned outsole, has a comfort heel"
10188263,WROGN Men Mustard Yellow Printed Slim Fit Round Neck T-shirt,WROGN,424,69.9,"Mustard yellow printed T-shirt, has a round neck, and short sleeves"
10187181,WROGN Men Black Solid Biker Jacket,WROGN,424,29.99,"Black solid jacket, has a stand collar, 5 pockets, zip closure, long sleeves, straight hem, and polyester lining"
10185335,AURELIA Women Sea Green & White Printed Layered Kurta,AURELIA,221,66.4,"Sea green, white and silver printed layered kurta, has a round neck, three-quarter sleeves, and flared hem"
10180403,Studio Voylla Gold-Toned & Pink Enamelled Geometric Jhumkas,Studio Voylla,453,95.9,"Gold-Toned and Pink Geometric Earrings, brass-plated, and has artificial beads Secured with a post and back"
10182581,FAUSTO Men Brown Sneakers,FAUSTO,337,71.9,"A pair of round-toe brown sneakers, has regular styling, slip-on detailVelvet upperCushioned footbedTextured and patterned outsole"
10181717,YWC Men Grey Melange Solid Blazer,YWC,448,19.99,"Grey melange solid casual blazer, has a notched lapel collar, single-breasted with single button closures, long sleeves, three pockets"
10181617,YWC Men Olive Green Solid Casual Single Breasted Blazer,YWC,448,19.99,"Olive green solid blazer, has a notched lapel, single-breasted, button closures on the front, three pockets, long sleeves"
10188149,WROGN Men Charcoal Grey Slim Fit Solid Joggers,WROGN,424,11.39,"Charcoal Grey solid joggers, has an elasticated waistband with drawstring closure, 3 pockets and cuffed hem"
10186357,Lavie Women Beige Solid Three Fold Wallet,Lavie,331,83.9,"Beige solid three fold wallet, has a button1 main compartmentMultiple card holder, 1 ID card holder4 slip pockets2 external pockets"
10184337,Free Authority Men Grey Batman Printed T-shirt,Free Authority,243,53.9,"Grey Batman printed T-shirt, has a round neck, and short sleeves"
10185441,AURELIA Women Red Solid Crop Top,AURELIA,221,47.9,"Red solid woven regular crop top with sequinned detailing, has a round neck, and three-quarter sleeves with slit sleeves and non-functional button detailing and zip closure"
10184943,Taavi Men Maroon Kalamkari Block Printed Straight Sustainable Kurta with Roll-Up Sleeves,Taavi,358,12.99,"Special Technique/Craft:Kalamkari is a type of hand-painted or block-printed cotton textile, wherein motifs are inspired by the folklore and are hand-painted using the tool of kalam directly onto the fabric. The process involves washing, rinsing, soaking and bleaching the fabric and applying mordants and dyes using natural substances like indigo (blue), madder (red), mango bark (yellow) and palm sugar (black). Painting on the fabric is done with a kalam, charcoal and myrobalan paste.Design:Region: Andhra Pradesh and Madhya PradeshMaroonStraight kurta with Kalamkari hand-block printMandarin collarLong sleeves with roll-up tabsButton closureCraft: Kalamkari Hand block printDisclaimer:This is a handcrafted kurta and is prone to colour bleeding due to the use of natural dyes The print on the garment might be uneven owing to the handcrafted nature of the product, adding essence to the garment."
10185351,AURELIA Women Green & Golden Printed Straight Kurta,AURELIA,221,53.9,"Green and Golden printed straight kurta with sequinned detail, has a V-neck, three-quarter sleeves, straight hem, and side slits"
10188291,WROGN Men Burgundy & Coffee Brown Colourblocked Slim Fit Round Neck T-shirt,WROGN,424,64.9,"Burgundy and Coffee Brown colourblocked T-shirt, has a round neck, short sleeves, and 1 pocket"
10186511,Lavie Women Yellow Solid Zip Around Wallet,Lavie,331,10.84,"Yellow solid zip around wallet, has a zip1 main compartment9 card holdersHas both zip coin pocket and non-detachable flap coin pocket"
10178927,GERUA Women Navy Blue & White Printed Kurta with Trousers,GERUA,452,10.8,"Navy blue and white printed kurta with trousersNavy blue and white printed straight calf length kurta with striped detail, has a round neck, three-quarter sleeves, straight hem, side slits, hook closure at the backNavy blue and white printed trousers with striped detail, has partially elasticated waistband, slip-on closure, two pockets"
10185185,AURELIA Green & Golden Printed Dupatta,AURELIA,221,99.9,Green and Golden printed dupatta
10187639,WROGN Men Navy Blue & Grey Slim Fit Checked Casual Shirt,WROGN,424,14.39,"Navy Blue and Grey checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
10180917,NBA Men Black & Grey Colourblocked Round Neck Chicago Bull T-shirt,NBA,465,64.9,"Black and grey colourblocked T-shirt, has a round neck, and long sleeves"
10178403,Canary London Men Navy Blue Smart Slim Fit Solid Formal Shirt,Canary London,348,67.4,"Navy Blue solid formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket"
10185283,AURELIA Women Charcoal Grey Yoke Design Straight Kurta,AURELIA,221,59.9,"Charcoal grey yoke design straight kurta, has a round neck, three-quarter sleeves, straight hem, side slits"
10182401,Style Quotient Women Off-White & Navy Blue Striped Top,Style Quotient,234,58.4,"Off-White, navy blue and orange striped woven regular top with lace insert detail, has a round neck, and short sleeves"
10180945,justpeachy Multicoloured Triangular Enamelled Studs,justpeachy,451,44.9,Multicoloured Triangular Earrings Secured with a post and back
10185329,AURELIA Women Navy Blue & Mustard Yellow Layered Printed A-Line Winter Kurta,AURELIA,221,99.9,"Navy Blue and Mustard yellow printed layered A-line winter kurta with tie-ups, has a mandarin keyhole neck, three-quarter sleeves, and flared hem"
10187585,WROGN Men Charcoal Grey & Beige Slim Fit Checked Casual Shirt,WROGN,424,19.99,"Charcoal grey, beige and black checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
1017710,ONLY Navy Top,ONLY,307,52.3,"Navy blue tank top, has a round neck, sleeveless, racerback"
10186475,Lavie Olive Green Solid Sling Bag,Lavie,331,13.64,"Olive Green solid sling bag, has a button closure1 main compartment, 1 external and 2 inner pocketsTablet sleeve: NoOne Handle with a non-detachable sling strap"
10185393,AURELIA Women White Self-Striped Straight Kurta,AURELIA,221,35.9,"White self-striped straight kurta, has a mandarin collar, three-quarter sleeves, straight hem, and side slits"
10181725,YWC Men Black Solid Single-Breasted Blazer,YWC,448,19.99,YWC Men Black Solid Single-Breasted Blazer
10184139,RUF & TUF Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,RUF & TUF,466,19.99,"Blue medium wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
10180891,NBA Men Maroon Solid Straight Fit Track Pants,NBA,465,64.9,"Maroon straight fit track pants, has an elasticated waistband with a drawstring fastening, 3 pockets"
10186769,AURELIA Women Sea Green & Peach-Coloured Printed Kurta with Palazzos & Dupatta,AURELIA,221,49.99,"Sea Green and peach-coloured printed kurta with palazzos with dupatta Sea Green printed A-line calf length kurta, has a notched round neck, three-quarter sleeves, high-low hemSea Green printed palazzos, has a partially elasticated waistband, slip-on closurePeach-coloured printed dupatta, has printed border"
10186411,Lavie Women Brown Solid Three Fold Wallet,Lavie,331,83.9,"Brown solid three fold wallet, has a button1 main compartmentMultiple card holder, 1 id card holder, 4 slip pockets2 external pockets"
10187421,WROGN Men Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,WROGN,424,18.19,"Blue medium wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
10185147,AURELIA Women Grey & Silver Printed Straight Kurta,AURELIA,221,47.9,"Grey and Silver printed straight kurta, has a mandarin collar, three-quarter sleeves, hook and eye closure, curved hem, and multiple slits"
10180939,justpeachy Gold-Toned & Green Geometric Drop Earrings,justpeachy,451,48.9,Gold-Toned and Green Geometric Earrings and has artificial stones Secured with a post and back
10187377,WROGN Men Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,WROGN,424,13.99,"Blue light wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
10186013,AURELIA Women Black Solid Flared Palazzos,AURELIA,221,79.9,"A pair of Black solid woven flared fit Palazzos, opaque, and slip-on closure"
10180621,Jack & Jones Men Navy Blue Marco Slim Fit Solid Chinos,Jack & Jones,349,10.49,"Navy blue solid mid-rise chinos, has button closure, five pockets"
10184679,FAUSTO Men Blue Solid Synthetic Leather Mid-Top Flat Boots,FAUSTO,337,89.9,"A pair of round-toe blue flat boots, has mid-top styling, velcro detailSynthetic Leather upperCushioned footbedTextured and patterned outsole"
10185465,AURELIA Women Red & Golden Printed Flared Maxi Skirt,AURELIA,221,79.9,"Red and golden printed flared maxi skirt, has an elasticated waistband with slip-on closure"
10185387,AURELIA Women Green & Golden Printed Straight Kurta,AURELIA,221,64.9,"Green and golden printed straight kurta with sequinned detail, has a mandarin collar, three-quarter sleeves, straight hem, hook and eye closure, and side slits"
10177689,SPRAY GROUND Unisex Black & Grey Geometric Backpack,SPRAY GROUND,467,81.04,Black backpackNon-Padded haul loop1 main compartment with zip closurePadded backZip PocketPadded shoulder strap: Non-PaddedWater-resistance: NoWarranty: 1 yearWarranty provided by brand/manufacturer
10180699,Alena Women Yellow Embellished Layered Maxi Dress,Alena,271,12.79,"Yellow embellished woven maxi dress, has a round neck, sleeveless, and flared hemComes with an outer layer jacket, has a tie-up neck, three-quarter sleeves, flared hem"
10181397,Shoetopia Women Peach-Coloured & Gold-Toned Colourblocked Heels,Shoetopia,302,59.9,"A pair of peach-coloured & gold-toned open toe sandals, has regular styling, closed back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a block heel"
10180453,Studio Voylla Gold-Toned Classic Drop Earrings,Studio Voylla,453,41.2,"Gold-Toned Classic Earrings, brass-plated, and has artificial beads Secured with a post and back"
10185891,AURELIA Women Grey Solid Shimmery Detail Churidar Length Leggings,AURELIA,221,69.9,"Grey solid shimmery detail churidar length leggings, has an elasticated waistband,"
10178815,GERUA Women Navy Blue & Beige Printed Kurta with Trousers,GERUA,452,92.3,"Navy blue and beige printed kurta with trousersNavy blue and beige printed straight calf length kurta, has a keyhole neck, three-quarter sleeves, straight hem, side slitsNavy blue and beige printed trousers, has an elasticated waistband, slip-on closure, and two pockets"
10185061,AURELIA Women Off-White & Golden Printed Panelled Straight Kurta,AURELIA,221,47.9,"Off-White and golden printed straight kurta, has a round neck, three-quarter sleeves, straight hem, and side slits"
10180513,GAP Girls Pink Printed Round Neck T-shirt,GAP,342,69.9,"Pink printed T-shirt, has a round neck, and short sleeves"
10187699,WROGN Men Navy Blue & White Slim Fit Self Striped Casual Shirt,WROGN,424,19.99,"Navy Blue and White self striped casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
10185179,AURELIA Women Green & White Yoke Design Straight Kurta,AURELIA,221,39.9,"Green and white yoke design straight kurta, has a mandarin collar, three-quarter sleeves, straight hem, side slits"
10180527,Kryptic Men Maroon & Navy Checked Polo T-shirt,Kryptic,206,54.9,"Maroon and navy blue checked T-shirt, has a polo collar, and short sleeves"
10187679,WROGN Men Black Slim Fit Printed Casual Shirt,WROGN,424,19.99,"Black printed casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
10182279,MBOSS Unisex Black Solid Laptop Bag,MBOSS,247,99.0,"Black solid laptop bagTwo Handles1 main compartment, has padded laptop sleeve1 external pocketTablet Sleeve: NoWarranty: 1 yearWarranty provided by brand/manufacturer"
10185425,AURELIA Women Blue & Off White Floral Printed Keyhole Neck Kurta,AURELIA,221,91.9,"Colour: blue and off whiteFloral printedKeyhole neckLong sleeves, regular sleevesStraight shape with regular styleCalf length with straight hemMachine weave regular polyester"
10182315,Style Quotient Women Blue Solid Denim Jacket,Style Quotient,234,10.28,"Blue solid denim jacket, has a spread collar, four pockets, button closure, long sleeves, straight hem, and unlined"
10180395,Women Silver-Plated Handcrafted Maang Tikka,Studio Voylla,453,52.4,"Silver-plated handcrafted maang tikka, has intricate textured detailing and artificial stonesSecured with S-hook closure"
10185597,AURELIA Women Maroon & Golden Printed Maxi Flared Skirt,AURELIA,221,79.9,"Maroon and golden printed woven maxi flared skirt with gathered detail, has an elasticated waistband, flared hem"
10186001,AURELIA Women Red & Navy Blue Printed Wide Leg Palazzos,AURELIA,221,99.9,"A pair of red and navy printed woven wide leg palazzos, has a slip-on closure"
10185969,Skechers Women Brown Round Sunglasses SE6018 59 55F,Skechers,468,30.0,Lens colour: BrownLens feature: UV Protected LensFrame material: PlasticFrame style: Full RimBest suited for: Oval face shapeComes in a Skechers coverWarranty: 1 yearWarranty provided by brand/manufacturer
10185399,AURELIA Women Green & Gold-Toned Floral Printed Straight Kurta,AURELIA,221,47.9,"Green and gold-toned printed straight kurta with sequins detail, has a keyhole neck, three-quarter sleeves, straight hem, and side slits"
10181909,Puma Unisex Black & Grey Solid Phase Backpack,Puma,71,84.4,Black backpackNon-Padded haul loop1 main compartment with zip closurePadded backZip PocketPadded shoulder strap: PaddedWater-resistance: NoWarranty: 3 monthsWarranty provided by brand/manufacturer
10180539,Kryptic Men Maroon & Navy Striped Polo T-shirt,Kryptic,206,69.9,"Maroon and navy blue striped T-shirt, has a polo collar, and short sleeves"
10178389,Canary London Men Blue Slim Fit Low-Rise Clean Look Stretchable Jeans,Canary London,348,95.9,"Blue medium wash 5-pocket low-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
10187711,WROGN Men Navy Blue & Maroon Slim Fit Checked Casual Shirt,WROGN,424,13.19,"Navy Blue and Maroon checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
10186011,AURELIA Women Blue & Off-White Printed Straight Palazzos,AURELIA,221,49.9,"A pair of Blue and Off-white printed woven straight Palazzos, opaque, slip-on closure"
10188077,WROGN Men Coffee Brown Slim Fit Solid Sweatshirt,WROGN,424,87.9,"Coffee brown solid sweatshirt, has a turtle neck, long sleeves, two pockets and straight hem"
10185325,AURELIA Women Navy Blue Regular Fit Solid Cropped Trousers,AURELIA,221,35.9,"Navy blue solid mid-rise trousers, has a partially elasticated waistband with slip-on closure, and two pockets"
10185733,KLEIO Women Gold-Toned Solid Backpack,KLEIO,279,97.9,"1.Type-Backpack II Material-PU Leather II Product Dimensions (LxBxH) inches- 14x5x122.Compartments-1 II Pockets-4 II Sling length (inches)-373.Closure type-Magnetic Button II Inside material-Polyester II 13"" high book can be kept Easily.Closure type-Magnetic Button II Inside material-Polyester II 13"" high book can be kept Easily.4.Occassion-Travel/ office/ College/ School/ picnic II Pattern-Metallic Colors5.CARE : 3 months warranty for manufacturing defects. As it is a new item, sometimes there maybe little smell but it will go away after few days by putting in open air. Do not wash. You can use wet neutral colored cloth to wipe clean it. Please confirm the size as per our description instead of product image. Measurement is done manually and may vary by 1"". Do allow little color difference from actual product as it may vary due to color reflection in different monitor, light, background etc."
10188255,WROGN Men Charcoal Grey & Black Colourblocked Polo Collar T-shirt,WROGN,424,10.39,"Charcoal Grey,Black and Grey colourblocked T-shirt, has a polo collar, and short sleeves"
10186753,AURELIA Women Blue & Golden Yoke Design Semi-Sheer Kurta with Trousers & Dupatta,AURELIA,221,23.99,"Blue and golden kurta with trousers and dupattaBlue and golden striped semi-sheer A-line calf length kurta, has a round neck, three-quarter sleeves, front high slitBlue solid trousers, has a partially elasticated waistbandBlue solid dupatta, has taping border"
10185843,t-base Boys Yellow Colourblocked Lightweight Jacket,t-base,464,10.99,"Yellow and Blue colourblocked jacket, has a hooded, 2 pockets, zip closure, long sleeves, straight hem, and polyester"
10185909,AURELIA Women Orange Solid Slim-Fit Churidar,AURELIA,221,22.4,"Orange solid knitted slim-fit churidar, has an elasticated waistband and slip-on closure"
10184573,UNKNOWN by Ayesha Men Silver-Toned & Black Cancer Sign Necklace,UNKNOWN by Ayesha,469,32.4,Silver-Toned and black Cancer sign necklaceMaterial and stone type: Metal with Artificial BeadsClosure: Slip-On
10182159,Campus Women Maroon Mesh Running Shoes,Campus,242,58.9,"A pair of maroon running sports shoes, has regular styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsoleCampus's rose provides you cushioning that delivers a soft, springy ride for a route that begs to be crushed. The shoes delivers a soft, smooth and responsive ride.Warranty: 30 daysWarranty provided by brand/manufacturer"
10186755,AURELIA Women Green & Golden Self Design Kurta with Palazzos & Dupatta,AURELIA,221,15.99,"Green and golden self design kurta with palazzos and dupattaGreen and golden self design straight knee length kurta, has a round neck, short sleeves, side slitsGreen solid palazzos, has partially elasticated waistband, slip-on closureGreen solid dupatta, has taping border"
10186189,Lavie Olive Green Textured Hobo Bag,Lavie,331,21.14,"Olive Green textured hobo bag, has a zip closure1 main compartment, 1 external and 4 inner pocketsTablet sleeve: NoOne Handle"
10185401,AURELIA Women Lime Green & Golden Printed Straight Kurta,AURELIA,221,12.99,"Lime green and Golden printed straight kurta with sequins detail, has a round neck, three-quarter sleeves, straight hem and side slits"
10187555,WROGN Men Burgundy Slim Fit Solid Casual Shirt,WROGN,424,19.99,"Burgundy solid casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
10185215,AURELIA Women Brown Woven Design Straight Kurta,AURELIA,221,49.9,"Brown solid straight kurta, has a mandarin collar with hook and eye closures, three-quarter sleeves, straight hem, and side slits"
10186749,AURELIA Women Sea Green & Golden Yoke Design Kurta with Palazzos & Dupatta,AURELIA,221,39.99,"Sea Green and golden yoke design kurta with palazzos and dupattaSea Green and golden yoke design A-line calf length kurta, has a round neck, three-quarter sleeves, button closure, high-low hem, attached liningSea Green and golden printed palazzos, has slip-on closureSea Green solid dupatta, has a taping border"
10185751,WILD WEST Women Black Printed Round Neck T-shirt,WILD WEST,470,69.9,"Black printed T-shirt, has a round neck, and long sleeves"
10185959,Skechers Men Grey Rectangle Sunglasses SE9030 53 02A,Skechers,468,24.0,Lens colour: GreyLens feature: UV Protected LensFrame material: PlasticFrame style: Full RimBest suited for: Oval face shapeComes in a Skechers coverWarranty: 1 yearWarranty provided by brand/manufacturer
